text,true_label,pred_label,confidence,length,keyword,orig_label
some of Trump s more controversial remark   such as his attack on a disabled reporter and a USborn judge of mexican descent   seem to have initially register   only to fade somewhat quickly,0,0,0.99876034,35,disabled,0
he say the conference room at the Sportsdrome be   hardly use   as it be also in need of renewal and it would be available for community use again when no long need for council staff,0,0,0.99887484,38,in-need,0
Okechukwu confirm that the first batch of the illegal immigrant have be move to their country,0,0,0.99858093,19,immigrant,0
the complaint say the victim should be treat properly and the government should announce compensation for they as they mostly come from poor family,0,0,0.99508876,26,poor-families,1
but he say the finding should not be take as a sign that woman should seek an appendectomy or tonsillectomy think it could increase their chance of become pregnant,0,0,0.9989133,34,women,0
Villa   who get rid of manager Remi Garde in the week   be hopeless after the break as Pedro score twice for Chelsea and the home fan   misery   amid sustained protest against owner Randy Lerner   be complete when Alan Hutton be send off for a second yellow card offence  ,0,0,0.99847704,50,hopeless,0
  we absolutely expect President Obama to raise concern about some of the recent statement from the President of the Philippines    White House Deputy National Security Adviser Ben Rhodes tell a medium briefing when ask whether inflammatory remark by Mr Duterte about woman   journalist   the United Nations and other would be a topic of discussion,0,0,0.99911326,56,women,0
in contrast   Ms Singam touch on   destruction of the intellectual and cultural life   in Singapore where the strong focus on build an efficient and successful economy have lead to a stifling of civil society activism and public interest in say activism   though the situation may seem hopeless   however   Singam be cautiously optimistic    we may not be able to overthrow our government but we can change they    say Singam,0,0,0.99903786,73,hopeless,0
a large number of woman also take part in closing prayer with the elderly at the Biswa Ijtema in Tongi on Sunday   Photo   asif mahmud ove,0,0,0.91034085,35,women,0
he would force new immigrant to sign a   contract   and sit an   attitude test   to prove they back   british value    if they fail   they would be kick out,0,0,0.99895895,30,migrant,0
next to video game   comic_strip   cosplay and woman with german accent   there s one other love in my life   and that s motorcycle   I ve get an Animal Farm mantra when it come to transportation   because four wheel may be good but two wheel be well   thing be   we very rarely see proper motorcycle game release   with that vehicle be part of a niche genre   well it look like you ll have to don your fine leather   because a new motorcycle sim game be finally in the work,0,0,0.9989813,93,women,0
speak at the event   which be part of activity mark the 58th independence anniversary of Nigeria and 22 year of the State s creation   Umahi note that the vision of care for the widow   the elderly and vulnerable be a divine assignment bestow on,1,1,0.98239386,48,vulnerable,4
  travel at speed   sit on a light responsive bike we be vulnerable to fast change road surface,0,0,0.9991466,19,vulnerable,0
even with the good medical care   approximately twothird of stroke victim will die or be disabled and dependent on other for the rest of their life,0,0,0.99670744,29,disabled,0
though it do have female member   woman be currently not grant full right at the course   and can not play on Sundays,0,0,0.9988457,24,women,0
what be clear from May s address be that from now on UK aid be go to be use to stem migration of Africans to the UK   while open up african market for british company to export to and british investor to reap profit from   a number of commentator have already highlight that this approach be nothing new at all   british aid already do cater to british interest   the UK do not support country most in need   it support country of most use to Britain   and only with the the portion of its aid budget which even make it out of the UK,0,0,0.99908924,105,in-need,0
a second Libyan have board another boat pack with migrant and he have also be detain and face peoplesmuggle charge   police say on Thursday,0,0,0.9981502,29,migrant,0
Leam Lane woman leave child disabled for life h TWISTED Kimberley Davison be today behind bar for cause appalling injury to a toddler who she throw round   like a sack of potato  ,0,0,0.99384004,36,disabled,1
  these business   base on natural resource   be very vulnerable   they have practically no protection in the face of rapid climate change    Werner say while address the IFC s   Pilot Programme for Climate resilience   in Dhaka on Tuesday,0,0,0.998885,39,vulnerable,0
  there be concern about the level of unemployment in the area and also poverty   we ve see in other project   as soon as poverty   or a feeling of desperation or hopelessness appear in a community   people start drink more    Olivier say,0,1,0.963742,43,hopeless,1
in my experience of Moro culture be a Moro myself   I have not see any Moro lady disrespectable or otherwise to be dabble in pornographic movie or in its sale   due to the nature of   Addat    Tausugs   Sama   Yakan or even Badjao would not entertain the slight thought of it   this can be trace to the sense of Martabbat that woman should avoid such issue,0,0,0.99896514,77,women,0
the lawyer add that Shields   44   have now leave his employment as a team leader with a homeless family organisation and be currently volunteer with a firm that work with child exclude from school,0,0,0.9986558,36,homeless,0
their target group in particular be orphan and vulnerable child live within the local community as identify through community leader,0,0,0.99547476,22,vulnerable,0
I m not the troll   Billy   I keep my comment on topic and I do not whine about my life   be you learn disable too   do I hit a nerve   just so you understand   I be not pick on the retard of the world   I be pick on the stupid ass comment Michelle the troll make,0,0,0.99843484,59,disabled,0
the Penang Island City Council   MBPP   be set to get tough on those who park indiscriminately in OKU parking lot   from May   only those with disabled car sticker issue by the local council and government department will be allow to park at any of the 53 OKU parking lot on the island   the Star report,0,0,0.99902475,60,disabled,0
on average   those raise in poor family have slightly more of these disorder than those from rich family,0,0,0.99879634,20,poor-families,0
seremban   an umbrella body for five nongovernmental organisation be appeal to the Government to release approve fund to allow some 6500 preschooler from poor family to continue with their education,0,0,0.9982621,34,poor-families,0
locally   there have be shocking discovery by woman who have catch their husband in bed with their own daughter   husband lead double life with male prostitute in New Kingston   or even mate who snap and kill or maim at the slight provocation,0,0,0.99811435,45,women,0
the scandinavian country be know for its cradletograve welfare system   which include affordable health care and generous social benefit for those in need,0,0,0.99886286,27,in-need,0
hawke s Bay paediatrician and former Children s Commissioner Russell Wills say alcohol consumption be as high as it have ever be with   aggressive marketing   and cheap price fuel problem drink among young woman to an extent not see a generation ago,0,0,0.99858046,46,women,0
WASHINGTON   DC   Conservative senator from three GOP state have propose allow illegal immigrant bring to the United States as child to legally remain in the country and potentially become citizen,0,0,0.9973622,32,immigrant,0
GEORGE TOWN   Oct 27   two dilapidated godown   which use to house new immigrant back in the 19th century   will be give a new lease of life and convert into a Multimedia Super Corridor   MSC   status office space,0,0,0.9989911,41,immigrant,0
the threat of Buddhist monk lead mob protest against the Rohingya refugee have lead to security be tighten in Boosa,0,0,0.9984572,23,refugee,0
but these immigrant as a whole do not tend towards patriotism or political allegiance   though there be no deny that some still constitute the voter base of the probeije party,0,0,0.99908173,33,immigrant,0
I remember a course mate of mine who be very fashionable and could strut in heel well than a lot of female   myself include   although I probably shouldn     t include myself since I be totally hopeless in heel    he be confident and we love he the way he be,0,0,0.99802566,51,hopeless,0
hall   34   be expect to be the primary challenger to favorite Aliphine Tuliamuk in today s woman s race   her lengthy resume in the sport include victory this year in a halfmarathon in Australia and the Freihofer s run for woman 5k in New York   where she come from behind to edge Tuliamuk,0,0,0.99897647,63,women,0
   please remember   this man be still in need of help and she be block my row from even stand up while bombard I with question  ,0,0,0.95346415,27,in-need,0
it start at the airport   the quiet belief in line   the air of solicitousness that creep in almost imperceptibly   the deference to woman   child   the disabled or senior citizen   Indians on the verge of leave India always seem to have a switch that mysteriously turn on or off just before those international flight turn on their boarding sign,0,0,0.99628097,62,disabled,0
child in Ky feel the effect of homelessness h HOMELESSNESS be threaten child s education   a new report have find,0,0,0.99819416,24,homeless,0
however   he say Tanzania be not a rich country and that it need necessary help to cater for refugee come into the country,0,0,0.9973471,25,refugee,0
when the potato famine send drove of immigrant to America   New York City see the beginning of a new immigrant infrastructure in which the Irish would eventually dominate powerful union   civil service job and catholic institution in the city   give their firm hold on construction work during a critical period of growth in Manhattan    Bono of U2 exaggerate only slightly when he say the Irish build New York    say Stephen Petrus   the Andrew W Mellon Fellow at the New York Historical Society   while the Great Depression and World War II have decrease the rate of irish immigration   newcomer to the city in 1950 would still find vibrant irish enclave with steady job available   an irish mayor in William ODwyer and an IrishAmerican Cardinal in Francis Spellman   who be   highly influential   not just in religion   but in politic    Petrus say,0,0,0.9988319,146,migrant,0
2   Kensington Market   Toronto be a city of immigrant   and Kensington Market just a few block west of City Hall be proof of that   while the neighbourhood have evolve over the year   in the postwar year it be the touchdown spot for the wave of new immigrant that Canada have traditionally welcome   and it be still   for all the change   your company should appreciate that it s one of the good place to get an empanada in the city,0,0,0.99684286,81,migrant,0
after an exhausting year that see a presidency topple by a corruption scandal and nucleararmed North Korea fire missile after missile   South Koreans enter 2018 in need of a happy distraction,0,0,0.99842525,34,in-need,0
emergency worker in military protective suit search the fence off John Baker House for homeless people on Rollestone Street in Salisbury,0,0,0.9944299,24,homeless,0
both Israel and Jordan   which beef up their border   say they would not let refugee in but distribute aid inside Syria,0,0,0.9986376,23,refugee,0
poor nation hard hit by hunger   in Africa and South America   be more vulnerable to price hike   but even after the geologically unusual earthquake in January   haitian farmer reject Monsanto s   gift   of GM seed   however   the big push remain in Africa and China,0,0,0.99785775,48,vulnerable,1
  the trend be wellknown   there be a grow population and business sector   our woman s game be strong   as be our junior number   under 13    there be a slight dropoff in schoolleaver and the club side of thing seem to be trend down   that s a challenge,0,0,0.9991774,53,women,0
muslim immigrant in the US consist of 10pc of all legal immigrant   as well a small percentage of unauthorised and undocumented immigrant   muslim immigrant to America have particularly increase in the last two decade,0,0,0.998231,37,migrant,0
sit at sunset on the Landungsbr   cke   look out over the Elbe river   and you will be hook by the urban ballet of crane   container ship and cruiser   have the world in their backyard be why the Hamburg crowd be hopelessly devoted to their home town,0,0,0.6487272,51,hopeless,0
every year   Australia provide protection to thousand of refugee under its humanitarian program   in 201516   the government issue 15552 visa to people in need of humanitarian assistance overseas   these include people determine to be refugee by the United Nations High Commissioner for Refugees   UNHCR   in camp outside Australia,0,0,0.9983188,52,in-need,0
after realise that other woman find themselves in the same position   Ms Thorp decide to post the petition,0,0,0.9990023,20,women,0
she be guest speak in Philadelphia USA about global education   where she deliver her lecture about education and empowerment of woman,0,0,0.9948862,23,women,0
man charge with manslaughter of homeless chef in Cork h french man Vincent Morgain die on September 15th after be assault,0,0,0.9985884,25,homeless,0
  upon inspection   a brick culvert run under the railway line be find to be in a state of poor repair and in need of restoration,0,0,0.9989215,27,in-need,0
Police in Fox Crossing allege the man steal nearly 1800 case of diaper   value at more than 45000   from a charitable organization that provide good to family in need   the man   John Forbes and Jason Havel   be charge Wednesday with one count of theft of movable property   WLUKTV report,0,0,0.9890914,55,in-need,0
DEPRESSION and SUICIDE RISK Depression be a major risk factor for Suicide   the deep despair and hopelessness that go along with depression can make suicide feel like the only way to escape the pain   the act of suicide be often a desperate attempt to control the symptom of depression   during a severe depression   a person have little or no control over painful and disturb thought and feeling   these be symptom of the illness   not a part of a person s true self,0,0,0.99814093,87,hopeless,0
  if you be in need and you no long obtain concessional loan   you must shift to other type of loan which be more expensive   what we be see now be that concessional loan have decline and country be force to go for nonconcessional loan with short term  ,0,0,0.9988778,54,in-need,0
under this strategy shelter have be replace by housing unit base on support rental housing   Charities let property in London Resonance Limited   an investment company that work with social enterprise   develop the Real Lettings Property Fund in collaboration with homelessness charity St Mungo s,0,0,0.9989976,47,homeless,0
  there be four rental block around here and each block have about 200 unit    she update I though not all be in need of further assistance but potentially there be almost 800 family live close to or below poverty or else they will not be live in subsidised housing,0,0,0.9983583,51,in-need,0
I mention these moment to highlight and illustrate the potential that young people have to change our society   in all these moment they be able to find a way in situation that be otherwise deem hopeless   where other people could not have think that there be way   young people be able to create one,0,1,0.81308824,56,hopeless,0
from the role of the washing machine in the life of indian housewife to the painful and uplifting story of the early mixed marriage   this book be at its strong when it allow the immigrant story to tell itself   when it veer away from statistic and focus on the individual memoir,0,0,0.9981951,53,migrant,1
Most deserter live in refugee camp be now scar by the brutality they witness and participate in   all for a cause they despise   there be no one to sympathize for their war trauma and most would like nothing more than to forget   you will not hear from the unsuccessful deserter and dissenter of the syrian rank who have be execute anonymously   often casually by a loyal inner corps of junior officer and paramilitary   in untold thousand,0,1,0.9722501,82,refugee,1
aid agency be warn that a whole generation of syrian child be be mentally scar by the conflict at home   and by the difficulty of life as a refugee   as Henry Ridgwell report   charity say treatment for traumatized child be vastly underfunded,0,1,0.9913577,47,refugee,1
his advice for wouldbe chinese investor immigrant    try Singapore   the door to Canada be close  ,0,0,0.9939621,18,immigrant,0
fourteen suspect illegal immigrant be find hide in the back two separate lorry on the M20 today   as more than 150 migrant burst into Britain from Calais in just three day,0,0,0.9985642,34,migrant,0
follow major outbreak of violence in Myanmar in August 2017   over 400000 Rohingya and host community be currently in need of humanitarian assistance in Rakhine State   while about 700000 Rohingya refugee have cross the border into neighbouring Bangladesh,0,0,0.99834013,42,in-need,0
it be clear the US be feel the heat over treatment of immigrant child   over leave human right out of the North Korea talk completely   support for Rodrigo Duterte in the Philippines and Vladimir Putin in Russia   and on many longterm domestic human right issue   such as the death penalty   incarceration   and torture,0,0,0.9978789,55,immigrant,0
amid a flood in Islampur   Jamalpur   Bangladesh   a woman on a raft search for somewhere dry to take shelter   Bangladesh be one of the most vulnerable place in the world to sea level rise   which be expect to make ten of million of people homeless by 2050,0,0,0.8798297,51,homeless,0
it be very difficult to believe one politician and disbelieve the other   all be bunch of liar I be also move when I say the video clip in which he be plead that he be be severely torture   now I believe that he be a hopeless actor,0,0,0.9987612,49,hopeless,0
the cabinet be tell that there be 29 administrative district and 146 census district in the province which include 932 census charge   5132 census circle and 38842 census block   each block would be complete in 14 day and three day would be allot for housing numbering   10 day for fill up of form2 and one day for enumeration of the homeless population,0,0,0.99846363,68,homeless,0
BANTAYAN island   Cebu   when Supertyphoon   Yolanda    international name   Haiyan   pummel the Visayas in November 2013   the eye of the world and much of the international aid that pour into the country center in Tacloban City   one of the area severely hit by the strong storm that make landfall on record   but not so far away   in a small island at the northern end of Cebu   the suffering of thousand of family leave devastate and homeless by the typhoon be just as valid   san the media spotlight,0,0,0.98252445,94,homeless,0
bond go out of his way to help the less fortunate   often go on the road with Kim to take food to the homeless,1,1,0.9959447,26,homeless,4
such initiative would have get the liberal in the United States cheer and shout roar   Hurrahs    have they take place just a few year early   but they receive only a lukewarm welcome and hardly any support   because the Yankee liberal seem to have align themselves with quite a different agenda since the election of Donald Trump   his infamous executive order to bar immigrant and traveller from several muslimmajority country be too precious an opportunity to miss,0,0,0.9986261,80,immigrant,0
speak during a twoday east african regional conference on child marriage   yesterday in Dar es Salaam   the Director of Gender   Children and Social Development   in the ministry of Community Development   Gender and Children   Tukae Njiku   say majority of woman who get into early marriage have be find to be infect with HIVAids,0,0,0.9979353,59,women,0
the two Koreas reach a package of olympicsrelated rapprochement deal on Wednesday   include march together at the opening ceremony and field their first joint olympic team   in woman s ice hockey   the agreement come after three round of talk which begin after Kim say in a New Year s speech that he be willing to send a delegation to the Feb 925 Pyeongchang Games,0,0,0.9989485,69,women,0
across the Pasig River from downtown Manila lie Binondo district   note for its street market and Chinatown   which be probably the world s old   having be designate for chinese immigrant in 1594   its two cathedral be a legacy of the colonial spanish determination to catholicise its population,0,0,0.9987367,52,immigrant,0
follow the release of the NauruFiles   public concern about Australia be see as a   pariah state   because of its brutal treatment of refugee be start to bite   Barry Hindess report,0,0,0.99803835,34,refugee,0
More than 200 people   young and old   be be feed at a soup kitchen   many be homeless and all of they have an urgent need for some food to try and ward off the effect of the bitter weather,0,1,0.5958276,41,homeless,0
  I encounter about 15 illegal immigrant from Myanmar   who have spend more than 30 day in detention,0,0,0.9984022,19,migrant,0
human trafficking   describe as   modernday slavery    be the recruitment and transportation of people from one place to another or one country to another   through the use of deception or force for the sole purpose of exploitation   the two term human trafficking and illegal migrant be all relate   and there be no much difference between they except that illegal migrant be not necessary human trafficked,0,0,0.9985649,67,migrant,0
in addition   it give the usually   dark   topic a bracingly illuminate spin   as it urge viewer to value life   and point out that suicide may   solve   a hopeless person s problem   but take a terrible toll on his love one,0,1,0.9903301,44,hopeless,0
however   a striking aspect of the growth in private schooling have be the proliferation of LowFee Private Schools   lfp   serve relatively poor family   LowFee private school or school run by entrepreneur in poor area cater to those live on less than 2 a day   LFPS charge lowrate   1 per week   which be far less than the   3964 spend per pupil by the government per week in 2014 at the primary level of education in Ghana,0,0,0.99871933,83,poor-families,0
early this month   a wave of antiimmigrant violence take place in Johannesburg and Port Elizabeth when some frustrate South Africans launch a deadly attack on somali refugee   attract round condemnation across the continent,0,0,0.998898,37,immigrant,0
the casting be gutpunchingly faithful and   with very few exception   match up with the picture in my head   the story stay true   and somehow manage to unfold in a way that entirely satisfy the vast majority of those who love the book without leave those who have not   yet   do so hopelessly lose   it be a Hollywood miracle   and finally   I have the ultimate challenge for those still wary of the write word   watch the series   and then tell I you do not want to know what happen next   I dare you,0,0,0.99909735,96,hopeless,0
the group of more that 500 woman particularity criticise the governor for question President Uhuru Kenyatta s visit   Joho have complain that he be sideline in the Head of State s visit,0,0,0.9988397,36,women,0
the Middle East   which be see the arrival of large number of lowskilled immigrant from south Asia   be also slow to accept other culture   just over 50 percent of those poll in Jordan would not want foreigner to live next door,0,0,0.99796367,44,migrant,0
this have be the case with the current heavy rainfall that pound on the city in the last three day or so   we be tell that it leave more than 5000 resident of Buguruni Kwa Mnyamani homeless,0,0,0.99878734,43,homeless,0
the alleged involvement of Storay Mohammed s motherinlaw in her abuse be not unusual   Mosadiq add   as woman often play a role in violence against other woman within the family   as do husband   father and brother,0,0,0.9986021,43,women,0
she state that the recent crackdown on illegal immigrant do not target Burundians but all foreigner,0,0,0.998487,20,immigrant,0
two body be pull from the mud and twelve other be still miss   say Anuar Omar   a local police official   he say the victim be believe to be migrant worker,0,0,0.99795663,33,migrant,0
the management need to be change   the captain need to be change   the selector need to be change   the BCB need to be change,0,0,0.99853384,27,in-need,0
  this additional generation of shelter be far more suitable for winterization    say Corsellis   add that the shelter would also fare well in environment such as Dadaab in northern Kenya   the large refugee complex in the world   where high wind and intense sun shorten a tent s lifespan   h sensitivity,0,0,0.99916923,55,refugee,0
she add    I be really happy with the award   but I just want to help those in need  ,0,0,0.6143601,20,in-need,1
  even as the bank be in need of recapitalisation   it must follow due process to ascertain who be invest in they and source of funding   not just bring on any investor     Okezie say,0,0,0.9988117,38,in-need,0
the phenomenon be enough for the Migration Minister from neighbor Norway   Sylvi Listhaug   a member of the nationalist Progress Party   part of the govern coalition   to make a mediatrailed visit to a Swedish   nogo area    claim during the visit that there be   condition of lawlessness and criminal in control   in place with   a large quantity of people with immigrant background    the subtext be that this would not be permit to happen in Norway   her swedish counterpart cancel a scheduled meeting with she   say her statement be   complete nonsense  ,0,0,0.998694,95,immigrant,0
many of the child be from poor family   with parent convince their child will have a well life at the orphanage   accord to Lumos,0,1,0.99171174,27,poor-families,0
Kerner say attack like this make woman fearful of be in public space,0,0,0.9990107,16,women,1
five water company operate within Muranga County have launch a programme target to ensure poor family get clean water,0,0,0.9986291,22,poor-families,0
soles4souls   the Nashvillebased charity that distribute a pair of shoe every seven second to people in need   have put a call out for donation as the organization be literally   run out of shoe  ,0,0,0.95563847,39,in-need,0
Unesco have accept the   bird language   of Black Sea villager as an endangered part of world heritage in need of urgent protection   Xinhua news agency report on Sunday,0,0,0.99908507,30,in-need,0
the RAND report also note difficulty that nonstate group will find in use digital currency   Bitcoin be vulnerable to attack by a sophisticated adversary   and create new digital currency may pose great challenge require technical sophistication,0,0,0.99891245,39,vulnerable,0
usually child of poor family remember their parent   struggle and become generous to they as poverty early in life drive they to success   it be the child of the rich that feel a sense of entitlement that mostly become ungrateful to their parent   the same child that inflate their school fee and share it equally with the bursar   regardless of their father   sweat on the farm,0,1,0.9364236,69,poor-families,0
there be a heavy police presence in the seaside town as flagwave demonstrator from the National Front and the rightwe South East Alliance march to protest against the arrival of immigrant,0,0,0.99903107,35,immigrant,0
Jesse s role be twofold   Khulisa provide probation service to the state to keep offender among the homeless out of the criminal justice system   StreetScapes look at create work opportunity like the food garden for the homeless,0,0,0.99724174,42,homeless,0
  the issue of sidewalk   which accommodate the disabled   be an example   that be not provide for in any other area of government expenditure and that s one I know the JEEP Secretariat be actively pursue    he say,0,0,0.9980332,40,disabled,0
  the woman member of low house   national assembly   and upper house   senate   be consist of 33 per cent but their performance be next to nil regard woman right   he lament,0,0,0.99866486,32,women,0
the runup to the enactment of new medium law initiate by the government in 2006 remain stall   this be after medium stakeholder reject the governmentpropose bill on the Freedom of Information Act   say it be hopelessly flawed   also stall be the intensive review the draft national medium policy,0,0,0.99892765,53,hopeless,0
accord to more than one source National Council on Intellectual Disability executive director Mark Patterson have express the opinion that the issue of sterilize severely disabled child   be a very difficult one  ,0,0,0.9989335,34,disabled,0
the UN refugee agency voice particular concern over the high number of child suffer from severe acute malnutrition in the area,0,0,0.9984952,23,refugee,0
Dr Asim in his capacity as the special envoy of the maldivian President convey condolence from the Government and the people of Maldives to Sri Lanka in the wake recent flood and landslide which kill more than 200 and leave ten of thousand homeless and in different state of destitution and degradation,0,0,0.997883,57,homeless,0
who say from Geneva yesterday that the outbreak of Ebola in Senegal be formally over but the country remain vulnerable to further case of the deadly disease resurfacing owe to porous border with country where it be still rampage,0,0,0.9987249,41,vulnerable,0
now   that s all behind she   and she s wise   she say she s try to get her life on track   these day   Stepp work full time at the Second Street Learning Center in read   the center provide roundtheclock day care for work poor family,0,0,0.7267412,50,poor-families,0
Lottering say CUP organise meal   soup and a sandwich   once a week at a local hospital and for a group of two dozen child live in poverty in the area   it regularly provide meal for the homeless   some of whom be homeless because they be evict   it also operate a support group for vulnerable woman,0,0,0.997872,58,homeless,0
  marriage of woman below 18 year    woman be suffer from reproductive health challenge be product of such marriage   Time have come when the muslim community should live by the reality of economic recession and consequence of early marriage   the era when people give out their daughter in marriage at early age and ask the husband to wait till they be ripe be nothing but a deception,0,0,0.9979132,68,women,0
Mr Hamdi Ulukaya   a turkish immigrant turn billionaire founder of Chobani   say he be   very concerned    while Google CEO Sundar Pichai   who hail from India   call the policy   painful  ,0,0,0.99877113,34,immigrant,0
immigration be the most important issue for this country   America become the good country in the world because of the constant influx of immigrant   before we start try to solve the illegal immigration problem   we need to solve the legal immigration problem   the path to legally immigrate to this country be just too hard and hostile   and that s for someone with advanced education and skill like I   if you have to wait 8   10   even 20 year to get a green card   no wonder some people will just risk break the rule and stay here without the document   because document be too hard to get,0,0,0.99572843,108,migrant,0
after the war   she be homeless as none of her relative or neighbour give her shelter and she have to live in the open with her three child and often go hungry   her two son die soon after the war,0,0,0.8525823,42,homeless,0
whilst farm   domestic and public work programme will be peg at 90   75 and 55 of the NMW for the medium term   they will be fast track to join the NMW   again a victory for the most vulnerable worker   especially farm   domestic   retail   hospitality   hotel   restaurant   petrol   cleaning   hairdressing   furniture and security worker who often earn far below R20 per hour currently,0,0,0.99891806,67,vulnerable,0
some may have tout Warren Whiteley for the job   but there be still a sense in the Bok camp that with a number of other candidate around for the no 8 position   Whiteley have not yet command his own spot in the side   and the captain need to be sure of his place if he be to be give the responsibility,0,0,0.99880016,65,in-need,0
the most coldblooded player in the league have never look so vulnerable after another jarring loss push Rain or Shine to the brink,0,0,0.99900097,26,vulnerable,0
  I ve watch you advocate the use of torture and the murder of terrorist   family   I ve watch you gleefully tell story of execute Muslims with bullet dip in pig blood   I ve watch you compare refugee to   snake    and claim that   Islam hate we    read the letter post on HONY s official Facebook page,0,0,0.9987496,58,refugee,0
Berlin   Arson attack on refugee shelter   assault   swastika spray on wall   as Germany have take in record number of asylum seeker   it have be rock by a xenophobic backlash which authority have appear unable to stop,0,0,0.9986972,39,refugee,0
UN protest Cameroon expulsion of Nigeria refugee,0,0,0.9990716,9,refugee,0
immigrant at a detention centre in Zawiyah   45 kilometre west of the libyan capital Tripoli   AFPGetty Images,0,0,0.9989222,22,immigrant,0
over 10000 illegal immigrant arrest last year in Tanzania,0,0,0.9986987,11,immigrant,0
consumer behavior be not help   if one do not have the new   most stylish   most featurepacked model   other would say that that person be hopelessly out of style   besides   manufacturing product that be mean to be replace after a short while be a viable business strategy,0,0,0.99885666,49,hopeless,0
Miskia Ahmed   a 21yearold female Somalia refugee who have live in Kenya since her childhood have a burn desire to change a narrative punctuate by despair and hopelessness,0,1,0.8421056,33,hopeless,1
  thus far   crop projection do not indicate the potential for actual shortage in the major grain    the World Bank say in a statement    however   stock be low   and the harvest will continue to be dependent upon global weather   which leave price more vulnerable to high volatility  ,0,0,0.99908686,48,vulnerable,0
woman in Sri Lanka have prove their skill and capability in compete equally with their main counterpart in various field   among they there be some woman who be use their skill and capability for the betterment of the society instead of their own personal gain   this week the empower Women s corner bring you the story of such a woman who have become a wellknown character in the society due to her social service   she be a model character who have prove herself by withstand countless criticism and challenge to continue her journey beyond the role of a traditional woman,0,1,0.55764836,103,women,0
  about half of pregnancy be unplanned or unintentional    she say   cite CDC research   so health agency need to   make sure that woman have access to contraception  ,0,0,0.9989466,28,women,0
the fire break out around 4 am on the 38th floor of a service apartment building near the city centre   the official Xinhua news agency say   Xinhua say the fire have be extinguish and that early indication be that the blaze be cause by interior decorate material use in a renovation catch fire   State broadcaster CCTV say renovation worker work on site be among the casualty   fire safety have come under scrutiny in China after a deadly blaze last month kill 19 in the far southern fringe of Beijing   which have lead to citywide eviction see by some people as unfairly target the vulnerable underclass   Tianjin party secretary Li Hongzhong say authority would carry out citywide fire safety inspection in response to Friday s blaze   the official Tianjin Daily report,0,0,0.99871206,135,vulnerable,0
  the KDCA building have already be around for 40 year   it be in need of major repair work   from its electric supply   power set and many more    he say,0,0,0.9989278,32,in-need,0
their destruction have leave many people in northeastern Nigeria internally displace or refugee in neighbouring country such as Cameroon and Chad,0,0,0.99297184,23,refugee,0
datum from the US department of state   however   show that 3211 permanent resident visa be issue by the US embassy in Nairobi in the 2012 fiscal year compare to 4024 immigrant visa in the previous year and 4741 in 2010,0,0,0.99877316,45,immigrant,0
Mrs Charo say some people be injure while escape the flood   she add that they be now in need of food   clothing and clean drinking water,0,0,0.99628735,29,in-need,1
this poignant ad boil everything down to the bone   an Xray be the great leveller and the ad show different type of love between people   heterosexual   homosexual   young   old   able   disabled   friend   family   and all caste and creed   for diversity and inclusion   this ad nail it,0,0,0.99842656,50,disabled,0
Jamaicans be deem to be among the most violent person on planet Earth   some argue that it have to do with our legacy of slavery which in itself be an act of extreme violence   some even posit that it may well be that we have too much sugar in our blood   while other point to the socioeconomic condition that the majority of black Jamaicans have to live under which have lead they to a point of hopelessness and anger,1,0,0.9914215,83,hopeless,4
none of it be traditional or timeless or build into the religion   indian culture or economic or poverty be not cause it   but it be have a dire effect on they   it have arise and become a faith unto itself   it be unrelated   in any important way   to the wide culture   but it have choke back social and economic progress   prevent poor family from become more prosperous,0,0,0.62389255,69,poor-families,0
be persistent that the person should not be alone   when a person feel hopeless   they think that nobody can help they and so   it be essential that he or she should never be leave isolate   somebody should watch over suicidal people and anything that can be use to harm themselves should be remove   most importantly   find out other service or professional help where to refer the suicidal person can greatly help,0,0,0.73880213,73,hopeless,1
but after post a seemingly harmless exercise tutorial that show her bare baby belly   her account be suddenly disabled,0,0,0.99857295,21,disabled,0
the organizer of the event   which attract more than 150 people to downtown s Daley Plaza   hear Irish Senator for the Diaspora   Billy Lawless   praise Taoiseach Enda Kenny s recent St Patrick s Day visit to the White House   where the irish premier subtly remind the President that immigrant build America,0,0,0.99821305,54,migrant,0
PETA commend Born Free Entertainment for set a positive example for movie fan to follow by show that homeless dog make wonderful addition to family,0,1,0.50386083,27,homeless,0
the family who be move out of poverty with the regular payment display few stressrelate behaviour   they have few arrest   have more quality time with their child   improve their parenting behaviour   while the child themselves be happy   stay in school long   and commit less crime   compare with poor family in Smoky Mountains who do not receive the payment,0,0,0.54453397,62,poor-families,0
the strict policy have bring new attention to a labyrinth of an immigration system where simply deport someone be never a simple or timeefficient task   month   if not year   can pass   in the end   if the case be lose   the immigrant may find he or herself on a bus or plane head back to his or her home country,0,0,0.9961021,62,immigrant,0
Robin Wauters be the European Editor of the Next web   he describe himself as a hopeless cyberfl   neur   a lover of startup   his family and belgian beer   if you d like to know more about Robin   head on over to robinwauterscom or follow he on Twitter,0,0,0.972013,57,hopeless,0
Britain s Prince Harry team up with US First Lady Michelle Obama and former president George W Bush at the Invictus game for disabled war veteran   and award the first gold medal to FranceHarry   fifth in line to the throne and patron of the game   open the game in Orlando   Florida    their story be as amazing as they be unique   they focus on what can be achieve   rather than what can not,0,0,0.9963684,75,disabled,1
an attacker within nearby range of a vulnerable device could trick the app into accept their certificate   allow they to siphon off any datum to and from the app,0,0,0.999057,31,vulnerable,0
